Timestamp,"I declare that I have read, understood, and wish to participate in the survey conducted by the ISCB Regional Student Group - Brazil.",Race/Color?,Which of the following terms do you think best describes your gender?,In which state of Brazil do you currently work/study/live?,What is your academic level?,"According to your experience, which of the options best describes you?","Among these options, which one best describes your professional profile?","Among these options, which one best describes your professional profile?","If others, which one?","Among these options, which one best describes your professional profile?","Taking into account your needs, which aspects of Bioinformatics would you most like to see in a course? [Biology knowledge]","Considering your needs, which aspects of Bioinformatics would you most like to see in a course? [Statistical methods and Data Science]","Considering your needs, which aspects of Bioinformatics would you most like to see in a course? [Computational and programming skills]","Considering your needs, which aspects of Bioinformatics would you most like to see in a course? [Ethical implications and societal repercussions of Bioinformatics]","Considering your needs, which aspects of Bioinformatics would you most like to see in a course? [Applications of Bioinformatics]","Considering your needs, which aspects of Bioinformatics would you most like to see in a course? [Communication in Bioinformatics]","Considering your needs, which aspects of Bioinformatics would you most like to see in a course? [Continuing Development in Bioinformatics]","Among the topics below, which one(s) would you like to deepen your knowledge and develop skills in Bioinformatics?","Considering your experience in the field, at what level of learning would you like to receive courses and training offered in Computational Biology?"
25/03/2024 19:21:52,Yes,I am brown-skinned,Woman / Female (Cisgender),Pará (PA),Master / Master Student,Developer,,,,Bioinformatics software developer/engineer,6,1,7,3,7,4,4,"DNA and Genomics, Phylogeny and Evolution, Metagenomics and Microbiome, RNA and Transcriptomics, Epigenomics,  Artificial Intelligence and Data Science in Bioinformatics, Database and Software Development, Molecular Basis of Cancer, Personalized Medicine, Didactics and Communication in Bioinformatics","Intermediate, Advanced"
25/03/2024 19:50:43,Yes,I am white,Man / Male (Cisgender),Pernambuco (PE),PhD / PhD Student,Scientist,,Educator in computational biology and related fields.,,,1,3,3,1,3,1,1,"DNA and Genomics, Phylogeny and Evolution, Proteins and Proteomics,  Artificial Intelligence and Data Science in Bioinformatics,  Structural Biology and Modeling",Intermediate
25/03/2024 20:02:20,Yes,I am black,Man / Male (Cisgender),Minas Gerais (MG),Master / Master Student,User,Clinical Analysis,,,,4,2,2,4,4,4,4,"DNA and Genomics, Phylogeny and Evolution, Metagenomics and Microbiome, RNA and Transcriptomics, Epigenomics, Proteins and Proteomics,  Artificial Intelligence and Data Science in Bioinformatics, Molecular Basis of Cancer, Personalized Medicine",Basic
25/03/2024 20:08:22,Yes,I am white,Woman / Female (Cisgender),Rio de Janeiro (RJ),Master / Master Student,User,Academic,,,,7,7,7,4,7,5,5,"DNA and Genomics, Metagenomics and Microbiome, RNA and Transcriptomics, Molecular Basis of Cancer","Basic, Intermediate"
25/03/2024 20:11:48,Yes,I am white,Woman / Female (Cisgender),Bahia (BA),Bachelor / Undergraduate Student,User,Academic,,,,5,6,7,7,7,7,7,"DNA and Genomics, Phylogeny and Evolution, RNA and Transcriptomics, Database and Software Development, Didactics and Communication in Bioinformatics,  Structural Biology and Modeling",Basic
25/03/2024 20:30:16,Yes,I am brown-skinned,Woman / Female (Cisgender),Maranhão (MA),Master / Master Student,User,Academic,,,,7,7,7,7,7,7,7,"DNA and Genomics, Phylogeny and Evolution, Metagenomics and Microbiome, Database and Software Development",Basic
25/03/2024 20:42:17,Yes,I am white,Woman / Female (Cisgender),São Paulo (SP),PhD / PhD Student,User,Academic,,,,3,4,4,2,4,2,4,"DNA and Genomics, Phylogeny and Evolution, RNA and Transcriptomics, Proteins and Proteomics,  Structural Biology and Modeling",Basic
25/03/2024 20:57:01,Yes,I am black,Man / Male (Cisgender),São Paulo (SP),PhD / PhD Student,User,Academic,,,,7,5,7,1,5,3,3,Structural Biology and Modeling,Basic
25/03/2024 20:57:32,Yes,I am white,Woman / Female (Cisgender),São Paulo (SP),Bachelor / Undergraduate Student,User,Clinical Analysis,,,,7,7,7,7,7,7,7,"DNA and Genomics, Proteins and Proteomics,  Artificial Intelligence and Data Science in Bioinformatics, Database and Software Development,  Structural Biology and Modeling,Career Mentoring in Bioinformatics",Basic
25/03/2024 21:05:22,Yes,I am brown-skinned,Man / Male (Cisgender),Rio Grande do Norte (RN),PhD / PhD Student,User,Clinical Analysis,,,,5,7,7,3,7,3,7,"DNA and Genomics, Phylogeny and Evolution, RNA and Transcriptomics, Proteins and Proteomics,  Artificial Intelligence and Data Science in Bioinformatics, Database and Software Development,  Structural Biology and Modeling","Basic, Intermediate, Advanced"
25/03/2024 21:29:11,Yes,I am brown-skinned,Woman / Female (Cisgender),Rio Grande do Sul (RS),PhD / PhD Student,User,Academic,,,,5,7,4,4,6,4,7,"DNA and Genomics, RNA and Transcriptomics, Epigenomics, Proteins and Proteomics, Metabolomics and Systems Biology,  Artificial Intelligence and Data Science in Bioinformatics, Database and Software Development, Molecular Basis of Cancer, Personalized Medicine,  Structural Biology and Modeling",Intermediate
25/03/2024 22:02:21,Yes,I am white,Woman / Female (Cisgender),Rio de Janeiro (RJ),Bachelor / Undergraduate Student,User,Academic,,,,7,5,2,5,7,3,7,"DNA and Genomics, Phylogeny and Evolution, RNA and Transcriptomics, Epigenomics, Proteins and Proteomics, Molecular Basis of Cancer,  Structural Biology and Modeling,Career Mentoring in Bioinformatics",Basic
25/03/2024 22:34:48,Yes,I am black,Man / Male (Cisgender),Rio de Janeiro (RJ),PhD / PhD Student,User,Academic,,,,2,5,5,1,1,1,1," Artificial Intelligence and Data Science in Bioinformatics, Didactics and Communication in Bioinformatics,Career Mentoring in Bioinformatics","Basic, Intermediate"
26/03/2024 14:40:26,Yes,I am brown-skinned,Woman / Female (Cisgender),Pará (PA),PhD / PhD Student,Scientist,,Educator in computational biology and related fields.,"Educator in bioinformatics (Genomics, metagenomics, and DNA metabarcoding).",,5,5,6,5,6,6,6,"Metagenomics and Microbiome, Metabolomics and Systems Biology,  Artificial Intelligence and Data Science in Bioinformatics, Database and Software Development, Didactics and Communication in Bioinformatics,Career Mentoring in Bioinformatics",Advanced
26/03/2024 19:00:55,Yes,I am white,Woman / Female (Cisgender),São Paulo (SP),Posdoc,Scientist,,Core facility scientist,,,7,7,7,7,7,7,7,"DNA and Genomics, Metagenomics and Microbiome, RNA and Transcriptomics, Epigenomics, Proteins and Proteomics, Metabolomics and Systems Biology,  Artificial Intelligence and Data Science in Bioinformatics,Career Mentoring in Bioinformatics",Basic
26/03/2024 19:33:32,Yes,I am black,Woman / Female (Cisgender),Mato Grosso do Sul (MS),Bachelor / Undergraduate Student,Scientist,,Academic in the field of computational biology and related areas,,,4,6,7,6,7,7,7,"DNA and Genomics, RNA and Transcriptomics, Epigenomics, Proteins and Proteomics, Molecular Basis of Cancer, Personalized Medicine,  Structural Biology and Modeling,Career Mentoring in Bioinformatics","Basic, Intermediate, Advanced"
28/03/2024 14:54:37,Yes,I am brown-skinned,Man / Male (Cisgender),Pará (PA),PhD / PhD Student,User,Academic,,,,6,7,7,4,7,4,5,"DNA and Genomics, RNA and Transcriptomics, Epigenomics,  Structural Biology and Modeling",Basic
28/03/2024 14:55:35,Yes,I am white,Woman / Female (Cisgender),Pará (PA),Bachelor / Undergraduate Student,Scientist,,Academic in the field of computational biology and related areas,,,2,3,3,2,3,2,2,"DNA and Genomics, Metagenomics and Microbiome,  Artificial Intelligence and Data Science in Bioinformatics, Database and Software Development, Molecular Basis of Cancer, Personalized Medicine,  Structural Biology and Modeling,Career Mentoring in Bioinformatics",Intermediate
28/03/2024 14:59:58,Yes,I am brown-skinned,Man / Male (Cisgender),Pará (PA),Master / Master Student,User,Professor,,,,3,3,3,3,3,3,3,"DNA and Genomics, Phylogeny and Evolution, Metagenomics and Microbiome, Proteins and Proteomics,  Structural Biology and Modeling",Intermediate
28/03/2024 15:01:14,Yes,I am white,Woman / Female (Cisgender),Rio Grande do Sul (RS),Bachelor / Undergraduate Student,User,Academic,,,,7,7,7,7,7,7,7,"DNA and Genomics, Phylogeny and Evolution, Metagenomics and Microbiome, RNA and Transcriptomics, Epigenomics, Proteins and Proteomics, Metabolomics and Systems Biology,  Artificial Intelligence and Data Science in Bioinformatics, Database and Software Development, Molecular Basis of Cancer, Personalized Medicine,  Structural Biology and Modeling,Career Mentoring in Bioinformatics","Basic, Intermediate, Advanced"
28/03/2024 15:02:13,Yes,I am white,Woman / Female (Cisgender),São Paulo (SP),Bachelor / Undergraduate Student,User,Clinical Analysis,,,,3,4,3,1,2,2,3,"RNA and Transcriptomics, Proteins and Proteomics,  Artificial Intelligence and Data Science in Bioinformatics, Database and Software Development,  Structural Biology and Modeling,Career Mentoring in Bioinformatics",Basic
28/03/2024 15:06:32,Yes,I am brown-skinned,Woman / Female (Cisgender),Pará (PA),Bachelor / Undergraduate Student,User,Academic,,,,1,1,1,1,1,1,1,"DNA and Genomics, RNA and Transcriptomics,  Structural Biology and Modeling,Career Mentoring in Bioinformatics",Basic
28/03/2024 15:12:11,Yes,I am white,Man / Male (Transgender),São Paulo (SP),Bachelor / Undergraduate Student,User,Academic,,,,5,5,5,5,5,5,5," Artificial Intelligence and Data Science in Bioinformatics, Database and Software Development, Molecular Basis of Cancer, Personalized Medicine, Didactics and Communication in Bioinformatics",Basic
28/03/2024 15:19:44,Yes,I am brown-skinned,Woman / Female (Cisgender),Amazônas (AM),Bachelor / Undergraduate Student,Developer,,,,Bioinformatics software developer/engineer,2,3,3,3,2,2,3,"DNA and Genomics,  Artificial Intelligence and Data Science in Bioinformatics, Database and Software Development, Personalized Medicine,Career Mentoring in Bioinformatics","Basic, Intermediate, Advanced"
28/03/2024 15:51:39,Yes,I am brown-skinned,Woman / Female (Cisgender),Pará (PA),Bachelor / Undergraduate Student,User,Academic,,,,7,7,2,3,6,4,5,"Metagenomics and Microbiome, RNA and Transcriptomics,  Artificial Intelligence and Data Science in Bioinformatics, Molecular Basis of Cancer,  Structural Biology and Modeling,Career Mentoring in Bioinformatics","Basic, Intermediate"
28/03/2024 16:04:50,Yes,I am white,Woman / Female (Cisgender),São Paulo (SP),Bachelor / Undergraduate Student,User,Academic,,,,5,7,6,4,4,4,4,"DNA and Genomics, Metagenomics and Microbiome, RNA and Transcriptomics, Epigenomics,  Structural Biology and Modeling","Basic, Intermediate"
28/03/2024 16:24:54,Yes,I am brown-skinned,Man / Male (Cisgender),Pará (PA),PhD / PhD Student,Developer,,,,Bioinformatics software developer/engineer,4,5,2,3,2,2,3,"Phylogeny and Evolution,  Artificial Intelligence and Data Science in Bioinformatics, Database and Software Development, Molecular Basis of Cancer, Personalized Medicine, Didactics and Communication in Bioinformatics,Career Mentoring in Bioinformatics","Intermediate, Advanced"
28/03/2024 16:41:58,Yes,I am brown-skinned,Man / Male (Cisgender),São Paulo (SP),Master / Master Student,User,Academic,,,,3,3,3,1,3,2,2,"DNA and Genomics, RNA and Transcriptomics, Epigenomics, Proteins and Proteomics,  Artificial Intelligence and Data Science in Bioinformatics, Database and Software Development,  Structural Biology and Modeling",Basic
28/03/2024 16:49:24,Yes,I am white,Man / Male (Cisgender),Paraná (PR),PhD / PhD Student,User,Academic,,,,4,5,4,2,7,4,4,"DNA and Genomics, Phylogeny and Evolution, Metagenomics and Microbiome","Basic, Intermediate"
28/03/2024 17:18:42,Yes,I am white,Woman / Female (Cisgender),Rio de Janeiro (RJ),Master / Master Student,Scientist,,Academic in the field of computational biology and related areas,,,5,7,7,5,6,5,6,"DNA and Genomics, Phylogeny and Evolution, RNA and Transcriptomics,  Artificial Intelligence and Data Science in Bioinformatics","Intermediate, Advanced"
28/03/2024 17:57:49,Yes,I am brown-skinned,Man / Male (Cisgender),Pará (PA),Master / Master Student,User,Clinical Analysis,,,,5,7,7,2,7,5,7,"DNA and Genomics, Phylogeny and Evolution, Metagenomics and Microbiome, RNA and Transcriptomics, Epigenomics, Proteins and Proteomics,  Structural Biology and Modeling",Intermediate
28/03/2024 18:23:01,Yes,I am white,Woman / Female (Cisgender),São Paulo (SP),Master / Master Student,User,Academic,,,,1,3,2,3,3,2,3,"DNA and Genomics, RNA and Transcriptomics, Proteins and Proteomics,  Artificial Intelligence and Data Science in Bioinformatics, Database and Software Development",Advanced
28/03/2024 18:44:46,Yes,I am white,Woman / Female (Cisgender),São Paulo (SP),Master / Master Student,Scientist,,Academic in the field of computational biology and related areas,,,1,7,7,3,3,4,5,"DNA and Genomics, Phylogeny and Evolution, RNA and Transcriptomics, Metabolomics and Systems Biology,  Artificial Intelligence and Data Science in Bioinformatics,  Structural Biology and Modeling","Basic, Intermediate"
28/03/2024 18:57:17,Yes,I am brown-skinned,Man / Male (Cisgender),Pará (PA),Bachelor / Undergraduate Student,Scientist,,Academic in the field of computational biology and related areas,,,7,7,7,6,7,7,7,"DNA and Genomics, RNA and Transcriptomics,  Artificial Intelligence and Data Science in Bioinformatics, Database and Software Development, Molecular Basis of Cancer, Personalized Medicine",Intermediate
28/03/2024 20:47:26,Yes,I am black,Woman / Female (Cisgender),Bahia (BA),Bachelor / Undergraduate Student,Scientist,,Academic in the field of computational biology and related areas,,,7,7,7,6,6,6,7,"DNA and Genomics, Phylogeny and Evolution, RNA and Transcriptomics, Proteins and Proteomics,  Structural Biology and Modeling","Basic, Intermediate"
28/03/2024 21:27:40,Yes,I am black,Woman / Female (Cisgender),Rio Grande do Sul (RS),Bachelor / Undergraduate Student,Developer,,,,Bioinformatics software developer/engineer,7,6,7,4,6,5,6,"DNA and Genomics, Metagenomics and Microbiome,  Artificial Intelligence and Data Science in Bioinformatics, Database and Software Development, Personalized Medicine,  Structural Biology and Modeling","Basic, Intermediate, Advanced"
31/03/2024 00:01:52,Yes,I am brown-skinned,Woman / Female (Cisgender),Bahia (BA),Bachelor / Undergraduate Student,User,Academic,,,,6,6,7,4,7,5,7," Structural Biology and Modeling,Career Mentoring in Bioinformatics",Basic
31/03/2024 19:37:55,No,,,,,,,,,,,,,,,,,,
01/04/2024 09:17:46,Yes,I am white,Woman / Female (Cisgender),São Paulo (SP),Master / Master Student,Scientist,,Academic in the field of computational biology and related areas,,,7,7,6,6,7,7,7,"Metagenomics and Microbiome, RNA and Transcriptomics, Proteins and Proteomics, Metabolomics and Systems Biology,  Artificial Intelligence and Data Science in Bioinformatics, Didactics and Communication in Bioinformatics,  Structural Biology and Modeling,Career Mentoring in Bioinformatics","Basic, Intermediate"
01/04/2024 10:45:46,Yes,I am white,Woman / Female (Cisgender),Minas Gerais (MG),PhD / PhD Student,Scientist,,Academic in the field of computational biology and related areas,,,6,7,6,5,7,6,7,"DNA and Genomics, Phylogeny and Evolution, Metagenomics and Microbiome,  Artificial Intelligence and Data Science in Bioinformatics, Database and Software Development,  Structural Biology and Modeling,Career Mentoring in Bioinformatics","Intermediate, Advanced"
02/04/2024 01:27:20,Yes,I am brown-skinned,Woman / Female (Cisgender),Bahia (BA),PhD / PhD Student,User,Academic,,,,7,4,4,2,2,2,6,"DNA and Genomics, Metagenomics and Microbiome,  Artificial Intelligence and Data Science in Bioinformatics,Career Mentoring in Bioinformatics","Basic, Intermediate"
03/04/2024 13:03:39,Yes,I am brown-skinned,Woman / Female (Cisgender),São Paulo (SP),Posdoc,Scientist,,Academic in the field of computational biology and related areas,,,5,6,5,5,5,5,7,"Epigenomics, Proteins and Proteomics,Career Mentoring in Bioinformatics",Advanced
03/04/2024 13:04:43,Yes,I am white,Man / Male (Cisgender),São Paulo (SP),Posdoc,User,Academic,,,,7,7,7,7,7,7,7,"DNA and Genomics, Phylogeny and Evolution, RNA and Transcriptomics, Epigenomics, Proteins and Proteomics,  Artificial Intelligence and Data Science in Bioinformatics,Career Mentoring in Bioinformatics",Intermediate
03/04/2024 14:15:23,Yes,I am brown-skinned,Man / Male (Transgender),Rio de Janeiro (RJ),Professor / PI,User,Academic,,,,1,4,6,1,4,5,6,"Phylogeny and Evolution, Proteins and Proteomics, Metabolomics and Systems Biology,  Artificial Intelligence and Data Science in Bioinformatics, Molecular Basis of Cancer,  Structural Biology and Modeling",Advanced
03/04/2024 14:19:42,Yes,I am brown-skinned,Man / Male (Cisgender),São Paulo (SP),Master / Master Student,Scientist,,Academic in the field of computational biology and related areas,,,7,5,5,5,4,3,3,"DNA and Genomics, RNA and Transcriptomics, Proteins and Proteomics",Basic
03/04/2024 15:11:06,Yes,I am brown-skinned,Man / Male (Cisgender),Rondônia (RO),PhD / PhD Student,Developer,,,,Infrastructure/support bioinformatician,2,6,5,7,5,7,7,"Phylogeny and Evolution, Metabolomics and Systems Biology,  Artificial Intelligence and Data Science in Bioinformatics, Personalized Medicine, Didactics and Communication in Bioinformatics",Advanced
03/04/2024 15:38:12,Yes,I am brown-skinned,I prefer not to answer,São Paulo (SP),PhD / PhD Student,Scientist,,Academic in the field of computational biology and related areas,,,7,7,6,6,6,4,7,"Metabolomics and Systems Biology, Database and Software Development, Didactics and Communication in Bioinformatics,Career Mentoring in Bioinformatics",Advanced
03/04/2024 17:15:51,Yes,I am white,Woman / Female (Cisgender),Paraná (PR),PhD / PhD Student,Developer,,,,Bioinformatics software developer/engineer,2,7,1,2,3,3,7,"RNA and Transcriptomics, Metabolomics and Systems Biology,  Artificial Intelligence and Data Science in Bioinformatics, Database and Software Development, Personalized Medicine, Didactics and Communication in Bioinformatics",Advanced
03/04/2024 18:54:33,Yes,I am white,Woman / Female (Cisgender),São Paulo (SP),PhD / PhD Student,User,Academic,,,,4,7,7,5,6,4,6,"DNA and Genomics, Phylogeny and Evolution, Metagenomics and Microbiome, RNA and Transcriptomics,  Artificial Intelligence and Data Science in Bioinformatics, Database and Software Development","Basic, Intermediate"
03/04/2024 19:29:36,Yes,I am white,Woman / Female (Cisgender),Espírito Santo (ES),Professor / PI,Scientist,,Biotecnologist professor,,,1,3,2,1,2,2,3," Artificial Intelligence and Data Science in Bioinformatics, Personalized Medicine",Intermediate
03/04/2024 19:59:56,Yes,I am brown-skinned,Woman / Female (Cisgender),Resido fora do Brasil,Master / Master Student,Scientist,,Core facility scientist,,,1,7,3,3,5,4,7,"DNA and Genomics, RNA and Transcriptomics, Epigenomics, Metabolomics and Systems Biology, Database and Software Development, Personalized Medicine","Intermediate, Advanced"
03/04/2024 20:10:04,Yes,I am white,Man / Male (Cisgender),São Paulo (SP),Bachelor / Undergraduate Student,Scientist,,Academic in the field of computational biology and related areas,,,6,4,4,4,5,5,4,"DNA and Genomics, Phylogeny and Evolution, Metagenomics and Microbiome, Proteins and Proteomics, Metabolomics and Systems Biology, Personalized Medicine",Basic
03/04/2024 20:21:05,Yes,I am white,Man / Male (Cisgender),Pernambuco (PE),Master / Master Student,Scientist,,Academic in the field of computational biology and related areas,,,5,6,5,5,7,7,7,"DNA and Genomics, RNA and Transcriptomics, Epigenomics, Proteins and Proteomics,  Artificial Intelligence and Data Science in Bioinformatics, Database and Software Development,Career Mentoring in Bioinformatics","Intermediate, Advanced"
03/04/2024 20:26:26,Yes,I am white,Woman / Female (Cisgender),Ceará (CE),Posdoc,Scientist,,Genomic analyst,,,1,3,3,2,3,2,3,"DNA and Genomics, Epigenomics,  Artificial Intelligence and Data Science in Bioinformatics, Molecular Basis of Cancer, Personalized Medicine","Basic, Intermediate"
03/04/2024 20:38:55,Yes,I am white,No Binary,Resido fora do Brasil,PhD / PhD Student,Scientist,,Academic in the field of computational biology and related areas,,,7,7,7,2,7,6,7,"DNA and Genomics, RNA and Transcriptomics, Epigenomics,  Artificial Intelligence and Data Science in Bioinformatics, Database and Software Development, Molecular Basis of Cancer, Personalized Medicine, Didactics and Communication in Bioinformatics,Career Mentoring in Bioinformatics",Advanced
03/04/2024 22:05:22,No,,,,,,,,,,,,,,,,,,
03/04/2024 22:09:30,Yes,I am white,Woman / Female (Cisgender),Rio de Janeiro (RJ),Bachelor / Undergraduate Student,Scientist,,Academic in the field of computational biology and related areas,,,4,7,7,5,4,3,6," Artificial Intelligence and Data Science in Bioinformatics, Database and Software Development, Personalized Medicine","Basic, Intermediate"
04/04/2024 06:25:24,Yes,I am brown-skinned,Man / Male (Cisgender),Pará (PA),Professor / PI,Scientist,,Academic in the field of computational biology and related areas,,,1,3,3,1,3,1,1,"DNA and Genomics, Metagenomics and Microbiome,  Structural Biology and Modeling",Intermediate
04/04/2024 09:02:57,Yes,I am white,Man / Male (Cisgender),São Paulo (SP),PhD / PhD Student,Developer,,,,Bioinformatics software developer/engineer,7,6,7,7,7,5,7,"DNA and Genomics, RNA and Transcriptomics, Epigenomics,  Artificial Intelligence and Data Science in Bioinformatics, Didactics and Communication in Bioinformatics,Career Mentoring in Bioinformatics",Advanced
05/04/2024 09:03:13,Yes,I am brown-skinned,Man / Male (Cisgender),Rio Grande do Sul (RS),Master / Master Student,User,Academic,,,,5,6,6,5,7,7,6,"DNA and Genomics, RNA and Transcriptomics,  Artificial Intelligence and Data Science in Bioinformatics, Molecular Basis of Cancer, Personalized Medicine,Career Mentoring in Bioinformatics",Basic
05/04/2024 09:55:23,Yes,I am white,Woman / Female (Cisgender),São Paulo (SP),PhD / PhD Student,Scientist,,Academic in the field of computational biology and related areas,,,7,5,4,2,3,2,2,"DNA and Genomics, Phylogeny and Evolution, Metagenomics and Microbiome, RNA and Transcriptomics, Epigenomics, Proteins and Proteomics, Metabolomics and Systems Biology,  Artificial Intelligence and Data Science in Bioinformatics",Intermediate
